monthly_income,spending_behaviour,monthly_expenses,savings_goal,savings_monthly,total_savings_installment
32755526.42,frugal,12164951.06,12900737.46,6551105.284,2
10218993.67,moderate,6337737.784,5831318.97,2043798.734,3
3162943.74,frugal,1092624.947,22825069.85,632588.748,36
15043153.33,moderate,9516287.737,19982661.09,3008630.666,7
3913659.12,wasteful,3397169.093,22328364.36,782731.824,29
32829570.25,moderate,17843962.99,16055041.72,6565914.05,2
20868732.11,moderate,11435224.61,3317731.69,4173746.422,1
7607779.93,frugal,2904368.799,39095747.58,1521555.986,26
37516466.24,frugal,13205077.91,34478145.99,7503293.248,5
33902114.4,frugal,13255103.94,19006411.41,6780422.88,3
31782305.14,wasteful,27136439.86,19950696.37,6356461.028,3
20928364.42,frugal,7855740.553,15387079.88,4185672.884,4
25723867.28,moderate,16863402.58,5410541.56,5144773.456,1
14764789.53,wasteful,12285723.82,18498580.21,2952957.906,6
4112852.53,moderate,2448378.199,16656426.64,822570.506,20
37046160.15,moderate,21419427.53,31281424.54,7409232.03,4
24318087.83,wasteful,20098175.61,21579993.42,4863617.566,4
22988207.18,moderate,13989541.71,17702919.03,4597641.436,4
13194087.54,moderate,7900135.403,29034253.54,2638817.508,11
12501444.4,frugal,4875002.75,37251188.01,2500288.88,15
14188455.79,moderate,7465581.23,29334450.11,2837691.158,10
10746947.75,moderate,6957306.854,27282062.71,2149389.55,13
36909494.01,wasteful,32801088.93,7150711.77,7381898.802,1
13796614.64,wasteful,13161594.93,28279094.7,2759322.928,10
34586608.71,wasteful,29610671.05,35224090.94,6917321.742,5
15337099.26,moderate,9429966.905,36848114.33,3067419.852,12
15663998.74,moderate,8524984.929,29433033.02,3132799.748,9
22167602.29,frugal,7452595.085,14733766.2,4433520.458,3
6842791.62,frugal,2654338.693,10483279.76,1368558.324,8
2024375.27,moderate,1278718.757,30506407.85,404875.054,75
20542468.47,wasteful,18690202.41,12751626.47,4108493.694,3
11919363.59,frugal,4107874.197,29754055.83,2383872.718,12
13443104.14,wasteful,13262422.46,11525519.99,2688620.828,4
26632533.17,moderate,15918589.7,19354600.45,5326506.634,4
5795271.79,moderate,3498936.652,26660496.11,1159054.358,23
9632629.12,wasteful,8848496.262,17483765.25,1926525.824,9
5548113.37,frugal,2053935.696,10523457.7,1109622.674,9
23144922.21,moderate,15203772.01,19653877.4,4628984.442,4
25504975.12,wasteful,25295991.26,22423186.16,5100995.024,4
22204413.67,frugal,8231955.179,20519807.64,4440882.734,5
25951785.41,frugal,8196913.567,24004896.17,5190357.082,5
11251366.63,frugal,3852192.372,18768297.55,2250273.326,8
33256641.42,frugal,10048875.06,27004813.74,6651328.284,4
28427367.83,wasteful,28048345.69,27111849.57,5685473.566,5
7291535.18,moderate,4906075.705,25739242.93,1458307.036,18
23465379.94,wasteful,19635811.32,35811578.8,4693075.988,8
5543575.86,wasteful,4451028.878,28589827.33,1108715.172,26
34310328.1,frugal,13436294.84,21478271.52,6862065.62,3
15797131.18,wasteful,13334878.86,32731143.09,3159426.236,10
37737973.3,frugal,14273292.52,4533067.5,7547594.66,1
28305904.24,moderate,19680113.41,16161266.57,5661180.848,3
26993168.46,frugal,9028813.825,38586265.56,5398633.692,7
8225662.21,frugal,2924876.434,36291387.41,1645132.442,22
31734782.16,moderate,16845346.64,20180545.73,6346956.432,3
25455577.67,frugal,7934385.046,33534851.78,5091115.534,7
35453831.04,moderate,23960062.08,23107201.09,7090766.208,3
26555011.64,wasteful,24721356.03,21363743.29,5311002.328,4
28343536.3,wasteful,25834959.57,24687789.39,5668707.26,4
33257367.75,moderate,21119363.19,27750811.66,6651473.55,4
10534168.87,frugal,3303240.928,19091359.14,2106833.774,9
15731686.04,wasteful,12623635.61,12542115.09,3146337.208,4
16614377.21,frugal,5859623.398,31775435.27,3322875.442,10
29010968.86,moderate,15460468.57,19753917.4,5802193.772,3
10160307.45,frugal,3656324.142,26380105.45,2032061.49,13
29043673.36,moderate,17984887.52,25198745.66,5808734.672,4
14047650.72,frugal,4766431.478,24996077.53,2809530.144,9
7271895.85,moderate,4747464.538,36308929.17,1454379.17,25
36537685.67,wasteful,34529844.99,23952456.27,7307537.134,3
28059733.42,wasteful,23737169.27,4856407.68,5611946.684,1
7898582.54,moderate,5390316.124,5220317.78,1579716.508,3
10212529.25,moderate,5256063.804,12504912.85,2042505.85,6
25717406.18,wasteful,22106126.58,6483214.83,5143481.236,1
12549704.89,frugal,4932346.063,11719719.81,2509940.978,5
37080615.43,frugal,11347237.64,11647000.06,7416123.086,2
19511950.36,frugal,7747477.022,34600645.36,3902390.072,9
30959199.33,frugal,10558926.01,3561233.56,6191839.866,1
25934527.33,frugal,8617625.259,32756624.9,5186905.466,6
35447741.68,frugal,11056644.66,16552457.95,7089548.336,2
22814161.42,frugal,8555354.653,34969386.95,4562832.284,8
18042852.38,moderate,9617055,19375264.02,3608570.476,5
35613275.49,moderate,20876780.95,7425767.9,7122655.098,1
26104033.69,wasteful,25486646.07,4320429.07,5220806.738,1
2147299.93,moderate,1189847.652,7107459.45,429459.986,17
9488697.31,wasteful,8274062.632,34837391.42,1897739.462,18
16244524.66,moderate,9183609.802,23282374.07,3248904.932,7
6908670.13,frugal,2417505.184,22917659.67,1381734.026,17
36349129.66,frugal,11945334.75,37795876.71,7269825.932,5
20878593.35,moderate,14085021.79,6229176.46,4175718.67,1
27814448.11,wasteful,25961321.5,20876025.08,5562889.622,4
5289506.38,frugal,1703558.751,11837259.3,1057901.276,11
22893524.98,frugal,8668106.096,7367189.11,4578704.996,2
6116385.81,wasteful,5672225.094,38053747.89,1223277.162,31
24096710.43,wasteful,19663553.95,37338724.82,4819342.086,8
25981026.02,moderate,16057186.6,39599016.79,5196205.204,8
28077958.01,moderate,16119610.27,13564171.81,5615591.602,2
12115872.32,moderate,7662504.655,15766291.03,2423174.464,7
10025053.21,wasteful,9313345.433,5697138.52,2005010.642,3
18681283.96,wasteful,15129411.04,39885364.91,3736256.792,11
2571061.23,moderate,1396357.135,39164758.07,514212.246,76
3445684.19,moderate,1944516.665,14098017.89,689136.838,20
9398855.24,wasteful,7853421.588,25866206.99,1879771.048,14
2009324.07,frugal,683540.0915,24347561.91,401864.814,61
36163917.4,wasteful,32945520.51,15393113.03,7232783.48,2
35815752.83,moderate,20148306.35,34261957.97,7163150.566,5
16421051.17,moderate,10398689.64,11286936.27,3284210.234,3
24358986.53,wasteful,22747345.97,4362430.92,4871797.306,1
8430630.77,wasteful,8286738.792,26331867.15,1686126.154,16
18031572.45,frugal,6828233.286,38372730.5,3606314.49,11
30837076.04,moderate,18763134.91,13446387.72,6167415.208,2
7747354.19,frugal,3035947.293,26692023.02,1549470.838,17
9385316.98,wasteful,8458113.492,17979556.14,1877063.396,10
9735642.1,wasteful,7826469.316,36062131.42,1947128.42,19
4183405.23,wasteful,3831299.313,7236211.19,836681.046,9
34352797.98,moderate,21374678.82,4998107.98,6870559.596,1
9399252.42,frugal,3347089.701,18034243.45,1879850.484,10
24661469.28,moderate,13384548.59,36950390.7,4932293.856,7
26184043.15,moderate,16967592.47,27040889.94,5236808.63,5
24171118.05,wasteful,19453936.25,13154531.98,4834223.61,3
37566170.49,moderate,23666526.06,22702268.11,7513234.098,3
22171740.44,moderate,13354788.19,19758689.25,4434348.088,4
10714610.11,moderate,6949101.218,15072355.77,2142922.022,7
13330744.52,frugal,4653939.48,13701776.38,2666148.904,5
31536482.67,frugal,9945757.089,9016617.11,6307296.534,1
17705966.54,moderate,10631001.65,4904069.05,3541193.308,1
5826378.82,wasteful,5007661.037,34729189.4,1165275.764,30
8150481.01,wasteful,8135379.069,7450550.06,1630096.202,5
1300389.59,frugal,448623.9523,24488863.4,260077.918,94
18421943.33,moderate,12120885.08,32305965.83,3684388.666,9
1933678.79,moderate,1245391.831,4353332.48,386735.758,11
28857754.9,frugal,11178099.83,34869679.71,5771550.98,6
10221834.22,wasteful,8449323.801,39201267.66,2044366.844,19
6425450.29,frugal,2258200.271,21951446.73,1285090.058,17
35962479.66,wasteful,34073320.19,7104879.05,7192495.932,1
11320457.61,frugal,3502402.943,8585561.54,2264091.522,4
35594941.58,wasteful,29773938.92,36490085.15,7118988.316,5
26621841.09,moderate,14176199.35,38456204.99,5324368.218,7
19667277.06,moderate,11151405.31,14914350.2,3933455.412,4
18828293.02,moderate,9486059.428,22783808.55,3765658.604,6
18851947.76,moderate,11817851.8,6074171.52,3770389.552,2
12593685.61,moderate,8770381.727,24799952.11,2518737.122,10
25902455.47,frugal,8702684.616,12983376.84,5180491.094,3
34520917.7,wasteful,33364119.22,12125192.39,6904183.54,2
13870970.05,wasteful,13191877.46,11798909.48,2774194.01,4
34840624.63,wasteful,32282058.29,34601845.26,6968124.926,5
5741235.56,frugal,1762730.944,26062604.05,1148247.112,23
24103157.45,wasteful,22381369.62,34015360.47,4820631.49,7
20874725.88,frugal,6531502.574,21034650.21,4174945.176,5
3983250.53,moderate,2385850.105,25573589.54,796650.106,32
15316519.91,frugal,5646361.32,36660843.62,3063303.982,12
6406352.67,frugal,2381868.109,15022426.09,1281270.534,12
31157996.28,moderate,20135116.74,8356321.91,6231599.256,1
2353970.77,frugal,904160.6669,24564551.94,470794.154,52
9915875.08,moderate,6147063.543,34635237.87,1983175.016,17
5053599.34,moderate,3203703.016,15379676.35,1010719.868,15
18282008.05,wasteful,16657771.23,18188403.44,3656401.61,5
16434769.24,moderate,10608001.11,28852375.81,3286953.848,9
19900015.96,wasteful,19009747.07,14920416.43,3980003.192,4
6094244.29,moderate,3801472.04,23996010.28,1218848.858,20
6587523.13,frugal,2508337.787,20515429.1,1317504.626,16
11691985.21,moderate,7949107.845,15788337.95,2338397.042,7
8644984.71,frugal,3160219.603,18196030.23,1728996.942,11
10049108.74,moderate,5512088.9,39673700.39,2009821.748,20
25171907.79,wasteful,24513962.01,16146817.43,5034381.558,3
23437083.71,frugal,7598774.069,17033535.58,4687416.742,4
24813863.42,wasteful,24623776.55,39261871.66,4962772.684,8
26646745.9,wasteful,24819754.72,13545442.26,5329349.18,3
7138868.34,wasteful,6189342.602,4275168.3,1427773.668,3
4549512.21,moderate,2833437.411,17691223.64,909902.442,19
10164082.09,wasteful,9519051.224,37694147.3,2032816.418,19
6254576.93,wasteful,5369858.588,27961753.12,1250915.386,22
8429258.8,wasteful,8014952.858,23435147.9,1685851.76,14
2399335.94,moderate,1206839.89,38806279.42,479867.188,81
24144160.91,wasteful,23297965.97,6500102.36,4828832.182,1
26692692.52,moderate,15225829.62,13320640.69,5338538.504,2
22127621.32,frugal,7789153.623,14992412.96,4425524.264,3
11248460.01,moderate,5776997.317,24119408.13,2249692.002,11
8554260.6,wasteful,7211768.422,6455820.52,1710852.12,4
17618424.28,moderate,9399442.47,28748964.14,3523684.856,8
17820011.52,moderate,11344970.12,27718951.26,3564002.304,8
11570928.65,wasteful,11493124.39,26491809.18,2314185.73,11
4469614.81,wasteful,4083889.097,7618011.7,893922.962,9
26536980.51,moderate,16561339.08,16757088.98,5307396.102,3
8486829.76,wasteful,6850871.022,9821904.39,1697365.952,6
1905729.61,frugal,622874.4511,11582584.3,381145.922,30
2588365.13,wasteful,2246494.331,13929780.76,517673.026,27
4426505.88,moderate,2341541.115,34395358.12,885301.176,39
2269520.17,moderate,1200933.168,34511984.74,453904.034,76
12424985.1,frugal,4684080.949,15273486.55,2484997.02,6
25169684.77,frugal,8809141.929,24415332.02,5033936.954,5
2382855.77,moderate,1263591.474,10562258.32,476571.154,22
28279724.15,frugal,9121006.636,24706597.22,5655944.83,4
22082675.04,wasteful,20659025.54,27597801.7,4416535.008,6
16771311.62,moderate,10771543.77,18965870.97,3354262.324,6
22757173.97,wasteful,21410520.3,39163609.48,4551434.794,9
20011118.54,frugal,6913748.131,20132469.23,4002223.708,5
26659876.57,frugal,10564840.8,37915358.76,5331975.314,7
11638244.83,frugal,4617730.418,26474809.47,2327648.966,11
17735779.86,wasteful,15992917.77,25945475.86,3547155.972,7
10577876.27,wasteful,10225323.29,5301614.15,2115575.254,3
28280404.24,moderate,16669641.44,4331819.6,5656080.848,1
28321828.11,moderate,14568158.28,34068370.1,5664365.622,6
27485102.69,frugal,9329337.076,11126021.37,5497020.538,2
23474810.79,moderate,15055764.27,35332390.42,4694962.158,8
26024170.04,moderate,17009395.23,12910196.96,5204834.008,2
25315108.54,wasteful,20622622.67,19479885.37,5063021.708,4
14682726.88,frugal,5829150.783,8865687.29,2936545.376,3
14435793.78,frugal,5711145.505,26076770.81,2887158.756,9
22416604.77,frugal,8250167.119,39802849.09,4483320.954,9
9236254.22,moderate,5042527.551,15807619.32,1847250.844,9
25428822.05,wasteful,23324622.38,24433630.76,5085764.41,5
5174325.84,wasteful,4548657.216,25561801.67,1034865.168,25
10206751.14,wasteful,9245280.734,14062105.89,2041350.228,7
13989689.54,moderate,9629853.445,15593656.21,2797937.908,6
15112527.62,moderate,9455201.029,33740007.86,3022505.524,11
10609812.6,wasteful,10016368.93,23244194.18,2121962.52,11
1268340.64,wasteful,1123220.525,4870815.68,253668.128,19
13901927.11,wasteful,12273356.87,23399287.76,2780385.422,8
21847432.63,frugal,6831691.62,33562554.28,4369486.526,8
5193058.15,wasteful,4924589.683,24809635.42,1038611.63,24
1640541.31,wasteful,1496395.237,24997303.89,328108.262,76
8792435.47,moderate,5219085.852,30118961.39,1758487.094,17
17486254.39,wasteful,16724977.74,5707403.11,3497250.878,2
16255727.21,wasteful,14204932.49,38256531.44,3251145.442,12
24401168.97,frugal,8670460.83,38744665,4880233.794,8
8249587.92,moderate,4946606.338,11340242.96,1649917.584,7
3835562.53,frugal,1174616.633,23269350.22,767112.506,30
13996014.42,moderate,7332899.878,21285561.26,2799202.884,8
6972727.47,moderate,4285770.674,39381036.99,1394545.494,28
4095984.17,moderate,2359505.852,33384209.29,819196.834,41
7604429.84,moderate,5256037.252,21309896.35,1520885.968,14
20189368.55,frugal,7519099.494,15455319.56,4037873.71,4
17683111.34,frugal,6918870.202,29948358.59,3536622.268,8
5004275.74,wasteful,4109985.966,19161936.73,1000855.148,19
28893710.3,frugal,9451151.567,4027632.27,5778742.06,1
11874331.45,frugal,4554758.354,37081021.91,2374866.29,16
26986646.47,frugal,9957643.619,14744189.45,5397329.294,3
26586266.76,moderate,18455155.32,13851762.59,5317253.352,3
20464200.01,frugal,7019642.581,38146149.06,4092840.002,9
5593176.3,moderate,2841303.05,6154308.29,1118635.26,6
14271529.49,moderate,7731375.826,15595023.04,2854305.898,5
1685278.73,frugal,672865.9304,26980988.06,337055.746,80
19546295.69,wasteful,19483309.66,15196550.49,3909259.138,4
12426415.99,moderate,8672606.406,11375360.62,2485283.198,5
15384821.72,wasteful,14956552.97,19883691.85,3076964.344,6
28835681.81,moderate,14843904.09,22295467.11,5767136.362,4
4258163.92,frugal,1345783.015,23932873.54,851632.784,28
19102758.14,moderate,12689916.77,27742720.29,3820551.628,7
15191000.45,frugal,5567195.374,37858469.79,3038200.09,12
16674033.02,frugal,6106174.943,8196195.11,3334806.604,2
18489338.25,wasteful,16100407.13,10191947.31,3697867.65,3
18652297.15,frugal,5707430.654,17896766.7,3730459.43,5
26767719.37,frugal,10576115.27,7769907.47,5353543.874,1
27388128.46,wasteful,26316315.94,6512202.12,5477625.692,1
25787729,moderate,17601858.71,29477712.92,5157545.8,6
3856385.85,moderate,2087646.854,35715666.04,771277.17,46
15323616.33,moderate,9355834.329,25635287.56,3064723.266,8
1809005.41,frugal,557638.3599,28494557.09,361801.082,79
2196933.33,frugal,704748.3129,14765922.33,439386.666,34
8372287.96,moderate,4812807.6,28042890.75,1674457.592,17
7763001.48,wasteful,7367090.991,19911301.25,1552600.296,13
16236691.11,frugal,5894915.392,13027335.33,3247338.222,4
24863855.57,moderate,15415510.03,17370815.03,4972771.114,3
19675413.9,moderate,12019333.23,7692583.44,3935082.78,2
14042322.15,moderate,7998837.03,7440694.85,2808464.43,3
15124817.62,wasteful,12874412.83,14174434.77,3024963.524,5
28999633.88,frugal,11284962.05,9833655,5799926.776,2
25898053.89,moderate,15871777.12,13709835.06,5179610.778,3
6316515.29,moderate,3790399.25,31367135.86,1263303.058,25
8628433.19,wasteful,7134427.991,3776660.9,1725686.638,2
8259097.71,frugal,2668303.904,5837358.28,1651819.542,4
14353700.46,moderate,10020428.6,9977410.57,2870740.092,3
3371621.56,moderate,1761392.756,32784859.92,674324.312,49
6669689.01,moderate,3937466.353,33652018.66,1333937.802,25
29881691.17,frugal,8989505.283,13138256.25,5976338.234,2
15648154.61,frugal,4959068.761,11758076.25,3129630.922,4
7275982.6,frugal,2767527.903,7862770.75,1455196.52,5
4301641.17,moderate,2289885.811,31702418.14,860328.234,37
18023160,moderate,9305243.565,28307111.14,3604632,8
28053385.47,moderate,17085035.64,18031988.84,5610677.094,3
15155533.65,wasteful,13427519.81,20859253.71,3031106.73,7
21332314.07,wasteful,17521639.31,34862526.63,4266462.814,8
4055902.25,moderate,2554589.459,20351197.37,811180.45,25
17298904.01,moderate,11528277.81,22019153.94,3459780.802,6
17930142.8,frugal,6391468.587,25428683.03,3586028.56,7
25595232.14,moderate,16567211.99,16256714.94,5119046.428,3
7182254.86,wasteful,6767504.348,24676403.98,1436450.972,17
15019323.03,moderate,7652152.874,4252633.12,3003864.606,1
18057214.94,frugal,6967665.809,3370414.5,3611442.988,1
3491487.87,moderate,2226968.957,27453265.64,698297.574,39
17856413.68,frugal,5490868.931,18402275.32,3571282.736,5
8386928.19,moderate,5803418.616,30511202.36,1677385.638,18
11056305.79,moderate,5821779.327,28483919.21,2211261.158,13
10713020.6,moderate,5707537.325,22395026.52,2142604.12,10
20786365.15,wasteful,20218197.09,39236571.77,4157273.03,9
24624437.94,moderate,16601037.75,8042897,4924887.588,2
12004042.96,moderate,7415499.503,24667553.86,2400808.592,10
7004785.62,frugal,2205000.589,22685375.45,1400957.124,16
14911087.17,moderate,8694040.987,34091062.84,2982217.434,11
12418867.73,frugal,4477266.831,8999444.82,2483773.546,4
4349082.2,frugal,1570954.559,19930319.45,869816.44,23
10299030.25,frugal,3358876.536,21119655.56,2059806.05,10
3299763.33,frugal,1315567.751,28311247.91,659952.666,43
22616965.61,wasteful,18863395.37,30749628.03,4523393.122,7
23722312.35,frugal,7672550.811,33009968.95,4744462.47,7
18323385.08,moderate,10301375.96,12364306.15,3664677.016,3
7742574.94,frugal,2729857.357,10790811.44,1548514.988,7
27087597.05,moderate,16826620.34,15816441.77,5417519.41,3
17042959.62,moderate,8733377.826,33386056.85,3408591.924,10
8105213.48,moderate,5187961.271,3400358.22,1621042.696,2
24146272.67,wasteful,22537687.02,27510017.29,4829254.534,6
28163720.53,moderate,15131290.86,14254719.42,5632744.106,3
19785385.86,frugal,7455011.933,31783946.8,3957077.172,8
8212068.63,moderate,4944497.681,10519248.72,1642413.726,6
19560704.52,wasteful,18414335.43,34058314.12,3912140.904,9
23513639.68,wasteful,19853670.35,20457157.72,4702727.936,4
28133974.14,moderate,17523844.36,11445478.28,5626794.828,2
7598480.27,frugal,2796839.762,21946073.55,1519696.054,14
9466044.44,moderate,5158772.012,30853932.04,1893208.888,16
4382371.78,wasteful,3765973.084,4371401.09,876474.356,5
20174355.52,moderate,10958322.04,5103896.22,4034871.104,1
29302836.57,frugal,11510008.25,4854349.71,5860567.314,1
14551941.16,moderate,9764186.048,6456589.83,2910388.232,2
21183729.2,moderate,14628654.77,25892984.87,4236745.84,6
2862463.06,moderate,1474966.572,28427993.87,572492.612,50
29701129.8,moderate,20056156.7,25601247.57,5940225.96,4
7223774.05,moderate,4389202.236,4540022.54,1444754.81,3
19600593.91,wasteful,18965747.14,18949792.39,3920118.782,5
17749634.97,frugal,5327102.717,16890878.25,3549926.994,5
27580963.85,frugal,10460984.17,11129873.99,5516192.77,2
21001281.48,moderate,11308040.31,38036939.86,4200256.296,9
7072293.93,frugal,2665854.68,11500866.64,1414458.786,8
22714902.5,wasteful,19531670.71,23060977.99,4542980.5,5
2183194.06,moderate,1096303.597,22548312.51,436638.812,52
11204715.16,wasteful,9057376.561,26940279.86,2240943.032,12
14415944.66,frugal,5586297.939,37980803.61,2883188.932,13
13697198.98,wasteful,11693979.11,16412417.62,2739439.796,6
8397878.71,frugal,3158618.16,39570639.51,1679575.742,24
3587389.23,moderate,1879976.874,9335892.91,717477.846,13
28919050.07,wasteful,25904656.85,6674917.45,5783810.014,1
17471782.33,frugal,5997353.344,22468045.86,3494356.466,6
8450894.21,wasteful,6833316.468,32561289.94,1690178.842,19
4557840.7,frugal,1401218.877,34212267.98,911568.14,38
22046036.23,wasteful,20294895.54,34411077.08,4409207.246,8
26968222.5,moderate,13598037.99,33686694.34,5393644.5,6
11340842.01,moderate,6210323.846,27264726.43,2268168.402,12
16617804.88,frugal,5549493.754,26900554.33,3323560.976,8
27270318.29,frugal,10045407.56,25570314.86,5454063.658,5
17403464.55,moderate,8861409.852,28373217.04,3480692.91,8
3021938.25,frugal,1146628.804,39237196.93,604387.65,65
20810017.8,wasteful,19809967.03,8020611.7,4162003.56,2
19192869.25,wasteful,16254003.91,27230799.45,3838573.85,7
9201738.68,frugal,2876592.413,26103912.62,1840347.736,14
9509614.65,moderate,5389128.243,37584202.88,1901922.93,20
11974723.17,moderate,7946438.914,23314762.29,2394944.634,10
24434303.11,moderate,12415467.98,24646235.68,4886860.622,5
21039025.85,moderate,10633652.52,28165329.68,4207805.17,7
3263238.83,moderate,2271483.619,22972848.86,652647.766,35
2311336.34,frugal,698419.7504,8917682.85,462267.268,19
26413239.41,frugal,9042423.711,30702988.35,5282647.882,6
29667736.02,frugal,9481559.78,9170636.28,5933547.204,2
28984904.84,frugal,10885514.81,20177067.43,5796980.968,3
8794975.73,moderate,4620168.244,31520556.75,1758995.146,18
28708697.64,wasteful,23198582.25,29946638.22,5741739.528,5
3049969.9,moderate,1623481.659,21051229.16,609993.98,35
18696359.1,moderate,12178453.32,28253996.35,3739271.82,8
21853105.49,moderate,12665832.9,4951348.32,4370621.098,1
15903249.22,wasteful,15734501.4,23599959.53,3180649.844,7
10945989.08,frugal,4136855.87,37319348.59,2189197.816,17
23908546.65,frugal,7285541.34,38422213,4781709.33,8
10318304.17,frugal,3550171.549,9780111.67,2063660.834,5
29428452.59,frugal,10332892.62,10974069.88,5885690.518,2
11833780.33,moderate,6070143.532,20486211.47,2366756.066,9
2164601.98,frugal,859211.1926,35630416.04,432920.396,82
13877283.69,frugal,4949261.231,30732806.23,2775456.738,11
10374811.14,moderate,5646896.21,37757525.53,2074962.228,18
17052447.8,wasteful,15123233.07,30001674.42,3410489.56,9
8410120.3,wasteful,8016117.935,5935399.99,1682024.06,4
4623575.07,moderate,2445073.937,38124239.88,924715.014,41
27214904.26,frugal,9490171.722,39542150.44,5442980.852,7
2928892.8,moderate,1485161.358,34611076.29,585778.56,59
26454462.53,wasteful,24708071.4,11298083.81,5290892.506,2
15269570.81,moderate,9789606.041,12102096.79,3053914.162,4
4582604.7,frugal,1476943.832,10759130.71,916520.94,12
18484744.93,wasteful,17090537.72,3119562.61,3696948.986,1
7177805.09,frugal,2354635.11,23455921.29,1435561.018,16
28560249.35,wasteful,23195222.43,15775186.89,5712049.87,3
22516432.59,frugal,7326489.758,34050746.51,4503286.518,8
20437723.48,moderate,11826907.84,10642685.09,4087544.696,3
2841493.35,moderate,1758566.098,24653577.29,568298.67,43
19288030.56,frugal,5976113.954,11280270.88,3857606.112,3
7099525.9,frugal,2148191.02,11842316.32,1419905.18,8
17269518.18,frugal,5767351.2,32516592.51,3453903.636,9
26055984.34,moderate,15478281.97,13564138.05,5211196.868,3
15429647.4,wasteful,12932729.6,31351558.69,3085929.48,10
16559065.86,moderate,10023272.13,21537183.03,3311813.172,7
19263191.81,frugal,7485930.479,30679514.91,3852638.362,8
13141659.17,moderate,6976795.194,23129494.16,2628331.834,9
14110072.51,moderate,8375930.146,39507606.06,2822014.502,14
3145780.62,moderate,2147377.452,36841680.23,629156.124,59
28702286.83,wasteful,28146787.14,24041844.52,5740457.366,4
10148003.67,moderate,5614091.778,14892356.55,2029600.734,7
17923360.84,frugal,5738182.48,3690644.39,3584672.168,1
4611128.57,wasteful,4067305.324,3312946.81,922225.714,4
21476780.29,frugal,7183829.151,35662005.48,4295356.058,8
29846564.12,moderate,16020632.54,34413816.91,5969312.824,6
8456829.18,wasteful,8119630.237,9396519.42,1691365.836,6
28320774.83,frugal,10224616.35,22521771.24,5664154.966,4
15826780.7,moderate,9120428.866,3332844.25,3165356.14,1
29141262.59,wasteful,25162885.52,17158633.73,5828252.518,3
3576251.69,frugal,1318773.543,20613208.51,715250.338,29
23123790.94,wasteful,18726316.63,6720201.62,4624758.188,1
24715318.06,moderate,15069723.75,35913667.99,4943063.612,7
17919362.13,wasteful,16575900.41,14765859.48,3583872.426,4
11484099.57,wasteful,9329637.369,9362113.33,2296819.914,4
5993418.41,frugal,2235149.923,35993486.81,1198683.682,30
20568012.87,wasteful,19758794,30155868.84,4113602.574,7
1697096.22,wasteful,1578063.729,24852950.21,339419.244,73
28384988.61,moderate,15202534.46,29037993,5676997.722,5
10066253.42,wasteful,8282993.966,38120052,2013250.684,19
6573120.87,frugal,2576098.682,31366463.56,1314624.174,24
8486404.31,wasteful,7663929.666,31539158.1,1697280.862,19
21797424.03,frugal,7049846.958,5394292.94,4359484.806,1
12160520.8,frugal,4683701.455,37509633.73,2432104.16,15
6366435.68,moderate,3997703.931,33581052.58,1273287.136,26
25142458.29,moderate,17182443.57,34401765.57,5028491.658,7
21289035.6,moderate,14594509.82,38304471.39,4257807.12,9
13912667.37,frugal,5528166.004,27570804.41,2782533.474,10
17070587.79,wasteful,15064306.94,35606677.35,3414117.558,10
7583382.62,frugal,2923166.418,20763333.08,1516676.524,14
20970512.68,wasteful,19624064.38,5081181.78,4194102.536,1
2404870.25,frugal,796969.3429,21302998.66,480974.05,44
6332486.57,moderate,3289635.987,10578085.88,1266497.314,8
13250696.39,moderate,7864614.37,39978340.61,2650139.278,15
27017834.54,frugal,10627155.74,15647674.79,5403566.908,3
10814656.17,frugal,4324469.689,15318820.08,2162931.234,7
9018511.61,moderate,5964077.347,27095042.22,1803702.322,15
15525495.28,frugal,4986535.832,26514472.33,3105099.056,9
15999152.27,moderate,10718444.66,36765244.44,3199830.454,11
17413817.58,wasteful,17192639.3,12186195.82,3482763.516,3
21417964.25,frugal,8474951.226,27633906.57,4283592.85,6
18437067.65,wasteful,15676587.88,33405182.51,3687413.53,9
15995025.88,wasteful,13979632.68,11859901.79,3199005.176,4
22765842.26,wasteful,18931048.85,14402436.14,4553168.452,3
8908213.96,moderate,5274422.35,6592478.32,1781642.792,4
13804223.18,wasteful,12358716.51,27206794.59,2760844.636,10
20652232.96,moderate,11346444.95,25724440.53,4130446.592,6
12369315.02,frugal,4881733.22,5679470.92,2473863.004,2
18514762.91,wasteful,17974940.04,35091909.85,3702952.582,9
16934579.82,moderate,9301334.666,34959967.01,3386915.964,10
18001873.83,wasteful,15891329.62,5030927.57,3600374.766,1
16035270.33,wasteful,15169329.62,4808354.92,3207054.066,1
9385900.98,moderate,4700006.002,7430751.4,1877180.196,4
6401345.01,frugal,2498821.431,12615555.8,1280269.002,10
9945786.29,frugal,3221648.087,19714823.03,1989157.258,10
20704212.14,moderate,12925568.22,4085517.97,4140842.428,1
11529451.05,moderate,6099629.932,9661483.35,2305890.21,4
20124130.26,frugal,7564313.508,26601553.24,4024826.052,7
15805448.3,wasteful,13957235.51,9492634.73,3161089.66,3
13119551.39,moderate,8371577.971,25637986.66,2623910.278,10
11860322.77,wasteful,10987826.65,9145524.65,2372064.554,4
9369057.67,wasteful,8013661.353,32304624.61,1873811.534,17
6624241.89,frugal,2605406.419,25054097.9,1324848.378,19
25425540.33,wasteful,23191652.22,4338142.93,5085108.066,1
